case_id,damage_type,element_id,severity_pct,member_type,zone,n_elements_total,detection_ok,n_false_positives
D_0502,Denting,56,35,Brace,sub2,120,True,1
D_0503,Denting,56,40,Brace,sub2,120,True,1
D_0504,Denting,56,45,Brace,sub2,120,True,1
D_0505,Denting,57,5,Brace,sub2,120,True,0
D_0506,Denting,57,10,Brace,sub2,120,True,0
D_0507,Denting,57,15,Brace,sub2,120,True,0
D_0508,Denting,57,20,Brace,sub2,120,True,0
D_0509,Denting,57,25,Brace,sub2,120,True,0
D_0510,Denting,57,30,Brace,sub2,120,True,0
D_0511,Denting,57,35,Brace,sub2,120,True,0
D_0512,Denting,57,40,Brace,sub2,120,True,0
D_0513,Denting,57,45,Brace,sub2,120,True,0
D_0514,Denting,58,5,Brace,sub2,120,True,1
D_0515,Denting,58,10,Brace,sub2,120,True,1
D_0516,Denting,58,15,Brace,sub2,120,True,1
D_0517,Denting,58,20,Brace,sub2,120,True,1
D_0518,Denting,58,25,Brace,sub2,120,True,1
D_0519,Denting,58,30,Brace,sub2,120,True,1
D_0520,Denting,58,35,Brace,sub2,120,True,1
D_0521,Denting,58,40,Brace,sub2,120,True,1
D_0522,Denting,58,45,Brace,sub2,120,True,1
D_0523,Denting,59,5,Inclined_leg,sub2,120,False,5
D_0524,Denting,59,10,Inclined_leg,sub2,120,False,1
D_0525,Denting,59,15,Inclined_leg,sub2,120,False,1
D_0526,Denting,59,20,Inclined_leg,sub2,120,False,1
D_0527,Denting,59,25,Inclined_leg,sub2,120,False,1
D_0528,Denting,59,30,Inclined_leg,sub2,120,False,1
D_0529,Denting,59,35,Inclined_leg,sub2,120,False,1
D_0530,Denting,59,40,Inclined_leg,sub2,120,False,1
D_0531,Denting,59,45,Inclined_leg,sub2,120,False,1
D_0532,Denting,60,5,Brace,sub2,120,True,1
D_0533,Denting,60,10,Brace,sub2,120,True,1
D_0534,Denting,60,15,Brace,sub2,120,True,1
D_0535,Denting,60,20,Brace,sub2,120,True,1
D_0536,Denting,60,25,Brace,sub2,120,True,1
D_0537,Denting,60,30,Brace,sub2,120,True,1
D_0538,Denting,60,35,Brace,sub2,120,True,1
D_0539,Denting,60,40,Brace,sub2,120,True,1
D_0540,Denting,60,45,Brace,sub2,120,True,1
D_0541,Denting,61,5,Brace,sub2,120,True,1
D_0542,Denting,61,10,Brace,sub2,120,True,1
D_0543,Denting,61,15,Brace,sub2,120,True,1
D_0544,Denting,61,20,Brace,sub2,120,True,1
D_0545,Denting,61,25,Brace,sub2,120,True,1
D_0546,Denting,61,30,Brace,sub2,120,True,1
D_0547,Denting,61,35,Brace,sub2,120,True,1
D_0548,Denting,61,40,Brace,sub2,120,True,1
D_0549,Denting,61,45,Brace,sub2,120,True,1
D_0550,Denting,62,5,Brace,sub2,120,True,0
D_0551,Denting,62,10,Brace,sub2,120,True,0
D_0552,Denting,62,15,Brace,sub2,120,True,0
D_0553,Denting,62,20,Brace,sub2,120,True,0
D_0554,Denting,62,25,Brace,sub2,120,True,0
D_0555,Denting,62,30,Brace,sub2,120,True,0
D_0556,Denting,62,35,Brace,sub2,120,True,0
D_0557,Denting,62,40,Brace,sub2,120,True,0
D_0558,Denting,62,45,Brace,sub2,120,True,0
D_0559,Denting,63,5,Brace,sub2,120,True,1
D_0560,Denting,63,10,Brace,sub2,120,True,1
D_0561,Denting,63,15,Brace,sub2,120,True,1
D_0562,Denting,63,20,Brace,sub2,120,True,1
D_0563,Denting,63,25,Brace,sub2,120,True,1
D_0564,Denting,63,30,Brace,sub2,120,True,1
D_0565,Denting,63,35,Brace,sub2,120,True,1
D_0566,Denting,63,40,Brace,sub2,120,True,1
D_0567,Denting,63,45,Brace,sub2,120,True,1
D_0568,Denting,64,5,Inclined_leg,sub2,120,False,5
D_0569,Denting,64,10,Inclined_leg,sub2,120,False,1
D_0570,Denting,64,15,Inclined_leg,sub2,120,False,1
D_0571,Denting,64,20,Inclined_leg,sub2,120,False,3
D_0572,Denting,64,25,Inclined_leg,sub2,120,False,1
D_0573,Denting,64,30,Inclined_leg,sub2,120,False,1
D_0574,Denting,64,35,Inclined_leg,sub2,120,False,3
D_0575,Denting,64,40,Inclined_leg,sub2,120,False,1
D_0576,Denting,64,45,Inclined_leg,sub2,120,False,17
D_0577,Denting,65,5,Brace,sub2,120,True,1
D_0578,Denting,65,10,Brace,sub2,120,True,1
D_0579,Denting,65,15,Brace,sub2,120,True,1
D_0580,Denting,65,20,Brace,sub2,120,True,1
D_0581,Denting,65,25,Brace,sub2,120,True,1
D_0582,Denting,65,30,Brace,sub2,120,True,1
D_0583,Denting,65,35,Brace,sub2,120,True,1
D_0584,Denting,65,40,Brace,sub2,120,True,1
D_0585,Denting,65,45,Brace,sub2,120,True,1
D_0586,Denting,66,5,Brace,sub2,120,True,1
D_0587,Denting,66,10,Brace,sub2,120,True,1
D_0588,Denting,66,15,Brace,sub2,120,True,1
D_0589,Denting,66,20,Brace,sub2,120,True,1
D_0590,Denting,66,25,Brace,sub2,120,True,1
D_0591,Denting,66,30,Brace,sub2,120,True,1
D_0592,Denting,66,35,Brace,sub2,120,True,1
D_0593,Denting,66,40,Brace,sub2,120,True,1
D_0594,Denting,66,45,Brace,sub2,120,True,1
D_0595,Denting,67,5,Brace,sub2,120,True,0
D_0596,Denting,67,10,Brace,sub2,120,True,0
D_0597,Denting,67,15,Brace,sub2,120,True,0
D_0598,Denting,67,20,Brace,sub2,120,True,0
D_0599,Denting,67,25,Brace,sub2,120,True,0
D_0600,Denting,67,30,Brace,sub2,120,True,0
D_0601,Denting,67,35,Brace,sub2,120,True,0
D_0602,Denting,67,40,Brace,sub2,120,True,0
D_0603,Denting,67,45,Brace,sub2,120,True,0
D_0604,Denting,68,5,Brace,sub2,120,True,1
D_0605,Denting,68,10,Brace,sub2,120,True,1
D_0606,Denting,68,15,Brace,sub2,120,True,1
D_0607,Denting,68,20,Brace,sub2,120,True,1
D_0608,Denting,68,25,Brace,sub2,120,True,1
D_0609,Denting,68,30,Brace,sub2,120,True,1
D_0610,Denting,68,35,Brace,sub2,120,True,1
D_0611,Denting,68,40,Brace,sub2,120,True,1
D_0612,Denting,68,45,Brace,sub2,120,True,1
D_0613,Denting,69,5,Beam,sub2,120,False,10
D_0614,Denting,69,10,Beam,sub2,120,False,18
D_0615,Denting,69,15,Beam,sub2,120,False,18
D_0616,Denting,69,20,Beam,sub2,120,False,6
D_0617,Denting,69,25,Beam,sub2,120,False,22
D_0618,Denting,69,30,Beam,sub2,120,False,8
D_0619,Denting,69,35,Beam,sub2,120,False,19
D_0620,Denting,69,40,Beam,sub2,120,False,8
D_0621,Denting,69,45,Beam,sub2,120,False,16
D_0622,Denting,70,5,Beam,sub2,120,False,26
D_0623,Denting,70,10,Beam,sub2,120,False,22
D_0624,Denting,70,15,Beam,sub2,120,False,26
D_0625,Denting,70,20,Beam,sub2,120,False,20
D_0626,Denting,70,25,Beam,sub2,120,False,8
D_0627,Denting,70,30,Beam,sub2,120,False,22
D_0628,Denting,70,35,Beam,sub2,120,False,12
D_0629,Denting,70,40,Beam,sub2,120,False,22
D_0630,Denting,70,45,Beam,sub2,120,False,17
D_0631,Denting,71,5,Beam,sub2,120,False,20
D_0632,Denting,71,10,Beam,sub2,120,False,6
D_0633,Denting,71,15,Beam,sub2,120,False,3
D_0634,Denting,71,20,Beam,sub2,120,False,3
D_0635,Denting,71,25,Beam,sub2,120,False,3
D_0636,Denting,71,30,Beam,sub2,120,False,6
D_0637,Denting,71,35,Beam,sub2,120,False,20
D_0638,Denting,71,40,Beam,sub2,120,False,18
D_0639,Denting,71,45,Beam,sub2,120,False,30
D_0640,Denting,72,5,Beam,sub2,120,False,18
D_0641,Denting,72,10,Beam,sub2,120,False,8
D_0642,Denting,72,15,Beam,sub2,120,False,26
D_0643,Denting,72,20,Beam,sub2,120,False,26
D_0644,Denting,72,25,Beam,sub2,120,False,21
D_0645,Denting,72,30,Beam,sub2,120,False,26
D_0646,Denting,72,35,Beam,sub2,120,False,9
D_0647,Denting,72,40,Beam,sub2,120,False,26
D_0648,Denting,72,45,Beam,sub2,120,False,6
D_0649,Denting,73,5,Brace,sub3,120,False,1
D_0650,Denting,73,10,Brace,sub3,120,True,1
D_0651,Denting,73,15,Brace,sub3,120,True,1
D_0652,Denting,73,20,Brace,sub3,120,True,0
D_0653,Denting,73,25,Brace,sub3,120,True,0
D_0654,Denting,73,30,Brace,sub3,120,True,0
D_0655,Denting,73,35,Brace,sub3,120,True,0
D_0656,Denting,73,40,Brace,sub3,120,True,0
D_0657,Denting,73,45,Brace,sub3,120,True,0
D_0658,Denting,74,5,Brace,sub3,120,True,1
D_0659,Denting,74,10,Brace,sub3,120,True,1
D_0660,Denting,74,15,Brace,sub3,120,True,1
D_0661,Denting,74,20,Brace,sub3,120,True,1
D_0662,Denting,74,25,Brace,sub3,120,True,1
D_0663,Denting,74,30,Brace,sub3,120,True,1
D_0664,Denting,74,35,Brace,sub3,120,True,1
D_0665,Denting,74,40,Brace,sub3,120,True,1
D_0666,Denting,74,45,Brace,sub3,120,True,1
D_0667,Denting,75,5,Brace,sub3,120,False,2
D_0668,Denting,75,10,Brace,sub3,120,True,2
D_0669,Denting,75,15,Brace,sub3,120,True,2
D_0670,Denting,75,20,Brace,sub3,120,True,1
D_0671,Denting,75,25,Brace,sub3,120,True,1
D_0672,Denting,75,30,Brace,sub3,120,True,1
D_0673,Denting,75,35,Brace,sub3,120,True,1
D_0674,Denting,75,40,Brace,sub3,120,True,1
D_0675,Denting,75,45,Brace,sub3,120,True,1
D_0676,Denting,76,5,Brace,sub3,120,True,1
D_0677,Denting,76,10,Brace,sub3,120,True,1
D_0678,Denting,76,15,Brace,sub3,120,True,1
D_0679,Denting,76,20,Brace,sub3,120,True,1
D_0680,Denting,76,25,Brace,sub3,120,True,1
D_0681,Denting,76,30,Brace,sub3,120,True,1
D_0682,Denting,76,35,Brace,sub3,120,True,1
D_0683,Denting,76,40,Brace,sub3,120,True,1
D_0684,Denting,76,45,Brace,sub3,120,True,1
D_0685,Denting,77,5,Inclined_leg,sub3,120,False,4
D_0686,Denting,77,10,Inclined_leg,sub3,120,False,3
D_0687,Denting,77,15,Inclined_leg,sub3,120,False,8
D_0688,Denting,77,20,Inclined_leg,sub3,120,False,15
D_0689,Denting,77,25,Inclined_leg,sub3,120,False,8
D_0690,Denting,77,30,Inclined_leg,sub3,120,False,20
D_0691,Denting,77,35,Inclined_leg,sub3,120,False,4
D_0692,Denting,77,40,Inclined_leg,sub3,120,False,22
D_0693,Denting,77,45,Inclined_leg,sub3,120,False,18
D_0694,Denting,78,5,Brace,sub3,120,False,1
D_0695,Denting,78,10,Brace,sub3,120,True,1
D_0696,Denting,78,15,Brace,sub3,120,True,1
D_0697,Denting,78,20,Brace,sub3,120,True,0
D_0698,Denting,78,25,Brace,sub3,120,True,0
D_0699,Denting,78,30,Brace,sub3,120,True,0
D_0700,Denting,78,35,Brace,sub3,120,True,0
D_0701,Denting,78,40,Brace,sub3,120,True,0
D_0702,Denting,78,45,Brace,sub3,120,True,0
D_0703,Denting,79,5,Brace,sub3,120,True,1
D_0704,Denting,79,10,Brace,sub3,120,True,1
D_0705,Denting,79,15,Brace,sub3,120,True,1
D_0706,Denting,79,20,Brace,sub3,120,True,1
D_0707,Denting,79,25,Brace,sub3,120,True,1
D_0708,Denting,79,30,Brace,sub3,120,True,1
D_0709,Denting,79,35,Brace,sub3,120,True,1
D_0710,Denting,79,40,Brace,sub3,120,True,1
D_0711,Denting,79,45,Brace,sub3,120,True,1
D_0712,Denting,80,5,Brace,sub3,120,False,2
D_0713,Denting,80,10,Brace,sub3,120,True,2
D_0714,Denting,80,15,Brace,sub3,120,True,2
D_0715,Denting,80,20,Brace,sub3,120,True,1
D_0716,Denting,80,25,Brace,sub3,120,True,1
D_0717,Denting,80,30,Brace,sub3,120,True,1
D_0718,Denting,80,35,Brace,sub3,120,True,1
D_0719,Denting,80,40,Brace,sub3,120,True,1
D_0720,Denting,80,45,Brace,sub3,120,True,1
D_0721,Denting,81,5,Brace,sub3,120,True,1
D_0722,Denting,81,10,Brace,sub3,120,True,1
D_0723,Denting,81,15,Brace,sub3,120,True,1
D_0724,Denting,81,20,Brace,sub3,120,True,1
D_0725,Denting,81,25,Brace,sub3,120,True,1
D_0726,Denting,81,30,Brace,sub3,120,True,1
D_0727,Denting,81,35,Brace,sub3,120,True,1
D_0728,Denting,81,40,Brace,sub3,120,True,1
D_0729,Denting,81,45,Brace,sub3,120,True,1
D_0730,Denting,82,5,Inclined_leg,sub3,120,False,4
D_0731,Denting,82,10,Inclined_leg,sub3,120,False,2
D_0732,Denting,82,15,Inclined_leg,sub3,120,False,18
D_0733,Denting,82,20,Inclined_leg,sub3,120,False,22
D_0734,Denting,82,25,Inclined_leg,sub3,120,False,26
D_0735,Denting,82,30,Inclined_leg,sub3,120,False,18
D_0736,Denting,82,35,Inclined_leg,sub3,120,False,24
D_0737,Denting,82,40,Inclined_leg,sub3,120,False,24
D_0738,Denting,82,45,Inclined_leg,sub3,120,False,26
D_0739,Denting,83,5,Brace,sub3,120,False,1
D_0740,Denting,83,10,Brace,sub3,120,True,1
D_0741,Denting,83,15,Brace,sub3,120,True,1
D_0742,Denting,83,20,Brace,sub3,120,True,0
D_0743,Denting,83,25,Brace,sub3,120,True,0
D_0744,Denting,83,30,Brace,sub3,120,True,0
D_0745,Denting,83,35,Brace,sub3,120,True,0
D_0746,Denting,83,40,Brace,sub3,120,True,0
D_0747,Denting,83,45,Brace,sub3,120,True,0
D_0748,Denting,84,5,Brace,sub3,120,True,1
D_0749,Denting,84,10,Brace,sub3,120,True,1
D_0750,Denting,84,15,Brace,sub3,120,True,1
D_0751,Denting,84,20,Brace,sub3,120,True,1
D_0752,Denting,84,25,Brace,sub3,120,True,1
D_0753,Denting,84,30,Brace,sub3,120,True,1
D_0754,Denting,84,35,Brace,sub3,120,True,1
D_0755,Denting,84,40,Brace,sub3,120,True,1
D_0756,Denting,84,45,Brace,sub3,120,True,1
D_0757,Denting,85,5,Brace,sub3,120,False,2
D_0758,Denting,85,10,Brace,sub3,120,True,2
D_0759,Denting,85,15,Brace,sub3,120,True,2
D_0760,Denting,85,20,Brace,sub3,120,True,1
D_0761,Denting,85,25,Brace,sub3,120,True,1
D_0762,Denting,85,30,Brace,sub3,120,True,1
D_0763,Denting,85,35,Brace,sub3,120,True,1
D_0764,Denting,85,40,Brace,sub3,120,True,1
D_0765,Denting,85,45,Brace,sub3,120,True,1
D_0766,Denting,86,5,Brace,sub3,120,True,1
D_0767,Denting,86,10,Brace,sub3,120,True,1
D_0768,Denting,86,15,Brace,sub3,120,True,1
D_0769,Denting,86,20,Brace,sub3,120,True,1
D_0770,Denting,86,25,Brace,sub3,120,True,1
D_0771,Denting,86,30,Brace,sub3,120,True,1
D_0772,Denting,86,35,Brace,sub3,120,True,1
D_0773,Denting,86,40,Brace,sub3,120,True,1
D_0774,Denting,86,45,Brace,sub3,120,True,1
D_0775,Denting,87,5,Inclined_leg,sub3,120,False,4
D_0776,Denting,87,10,Inclined_leg,sub3,120,False,2
D_0777,Denting,87,15,Inclined_leg,sub3,120,False,14
D_0778,Denting,87,20,Inclined_leg,sub3,120,False,22
D_0779,Denting,87,25,Inclined_leg,sub3,120,False,7
D_0780,Denting,87,30,Inclined_leg,sub3,120,False,20
D_0781,Denting,87,35,Inclined_leg,sub3,120,False,22
D_0782,Denting,87,40,Inclined_leg,sub3,120,False,10
D_0783,Denting,87,45,Inclined_leg,sub3,120,False,8
D_0784,Denting,88,5,Brace,sub3,120,True,1
D_0785,Denting,88,10,Brace,sub3,120,True,1
D_0786,Denting,88,15,Brace,sub3,120,True,1
D_0787,Denting,88,20,Brace,sub3,120,True,0
D_0788,Denting,88,25,Brace,sub3,120,True,0
D_0789,Denting,88,30,Brace,sub3,120,True,0
D_0790,Denting,88,35,Brace,sub3,120,True,0
D_0791,Denting,88,40,Brace,sub3,120,True,0
D_0792,Denting,88,45,Brace,sub3,120,True,0
D_0793,Denting,89,5,Brace,sub3,120,True,1
D_0794,Denting,89,10,Brace,sub3,120,True,1
D_0795,Denting,89,15,Brace,sub3,120,True,1
D_0796,Denting,89,20,Brace,sub3,120,True,1
D_0797,Denting,89,25,Brace,sub3,120,True,1
D_0798,Denting,89,30,Brace,sub3,120,True,1
D_0799,Denting,89,35,Brace,sub3,120,True,1
D_0800,Denting,89,40,Brace,sub3,120,True,1
D_0801,Denting,89,45,Brace,sub3,120,True,1
D_0802,Denting,90,5,Brace,sub3,120,True,2
D_0803,Denting,90,10,Brace,sub3,120,True,2
D_0804,Denting,90,15,Brace,sub3,120,True,2
D_0805,Denting,90,20,Brace,sub3,120,True,1
D_0806,Denting,90,25,Brace,sub3,120,True,1
D_0807,Denting,90,30,Brace,sub3,120,True,1
D_0808,Denting,90,35,Brace,sub3,120,True,1
D_0809,Denting,90,40,Brace,sub3,120,True,1
D_0810,Denting,90,45,Brace,sub3,120,True,1
D_0811,Denting,91,5,Brace,sub3,120,True,1
D_0812,Denting,91,10,Brace,sub3,120,True,1
D_0813,Denting,91,15,Brace,sub3,120,True,1
D_0814,Denting,91,20,Brace,sub3,120,True,1
D_0815,Denting,91,25,Brace,sub3,120,True,1
D_0816,Denting,91,30,Brace,sub3,120,True,1
D_0817,Denting,91,35,Brace,sub3,120,True,1
D_0818,Denting,91,40,Brace,sub3,120,True,1
D_0819,Denting,91,45,Brace,sub3,120,True,1
D_0820,Denting,92,5,Inclined_leg,sub3,120,False,4
D_0821,Denting,92,10,Inclined_leg,sub3,120,False,2
D_0822,Denting,92,15,Inclined_leg,sub3,120,False,22
D_0823,Denting,92,20,Inclined_leg,sub3,120,False,19
D_0824,Denting,92,25,Inclined_leg,sub3,120,False,22
D_0825,Denting,92,30,Inclined_leg,sub3,120,False,16
D_0826,Denting,92,35,Inclined_leg,sub3,120,False,20
D_0827,Denting,92,40,Inclined_leg,sub3,120,False,22
D_0828,Denting,92,45,Inclined_leg,sub3,120,False,15
D_0829,Denting,93,5,Beam,sub3,120,False,26
D_0830,Denting,93,10,Beam,sub3,120,False,18
D_0831,Denting,93,15,Beam,sub3,120,False,8
D_0832,Denting,93,20,Beam,sub3,120,False,18
D_0833,Denting,93,25,Beam,sub3,120,False,7
D_0834,Denting,93,30,Beam,sub3,120,False,3
D_0835,Denting,93,35,Beam,sub3,120,False,14
D_0836,Denting,93,40,Beam,sub3,120,False,7
D_0837,Denting,93,45,Beam,sub3,120,False,8
D_0838,Denting,94,5,Beam,sub3,120,False,14
D_0839,Denting,94,10,Beam,sub3,120,False,8
D_0840,Denting,94,15,Beam,sub3,120,False,20
D_0841,Denting,94,20,Beam,sub3,120,False,22
D_0842,Denting,94,25,Beam,sub3,120,False,30
D_0843,Denting,94,30,Beam,sub3,120,False,6
D_0844,Denting,94,35,Beam,sub3,120,False,10
D_0845,Denting,94,40,Beam,sub3,120,False,7
D_0846,Denting,94,45,Beam,sub3,120,False,5
D_0847,Denting,95,5,Beam,sub3,120,False,17
D_0848,Denting,95,10,Beam,sub3,120,False,26
D_0849,Denting,95,15,Beam,sub3,120,False,22
D_0850,Denting,95,20,Beam,sub3,120,False,21
D_0851,Denting,95,25,Beam,sub3,120,False,18
D_0852,Denting,95,30,Beam,sub3,120,False,12
D_0853,Denting,95,35,Beam,sub3,120,False,3
D_0854,Denting,95,40,Beam,sub3,120,False,5
D_0855,Denting,95,45,Beam,sub3,120,False,14
D_0856,Denting,96,5,Beam,sub3,120,False,21
D_0857,Denting,96,10,Beam,sub3,120,False,24
D_0858,Denting,96,15,Beam,sub3,120,False,3
D_0859,Denting,96,20,Beam,sub3,120,False,18
D_0860,Denting,96,25,Beam,sub3,120,False,17
D_0861,Denting,96,30,Beam,sub3,120,False,11
D_0862,Denting,96,35,Beam,sub3,120,False,10
D_0863,Denting,96,40,Beam,sub3,120,False,14
D_0864,Denting,96,45,Beam,sub3,120,False,5
D_0865,Denting,97,5,Inclined_leg,splash,120,False,8
D_0866,Denting,97,10,Inclined_leg,splash,120,False,7
D_0867,Denting,97,15,Inclined_leg,splash,120,False,14
D_0868,Denting,97,20,Inclined_leg,splash,120,False,12
D_0869,Denting,97,25,Inclined_leg,splash,120,False,27
D_0870,Denting,97,30,Inclined_leg,splash,120,False,23
D_0871,Denting,97,35,Inclined_leg,splash,120,False,25
D_0872,Denting,97,40,Inclined_leg,splash,120,False,6
D_0873,Denting,97,45,Inclined_leg,splash,120,False,23
D_0874,Denting,98,5,Brace,splash,120,True,0
D_0875,Denting,98,10,Brace,splash,120,True,0
D_0876,Denting,98,15,Brace,splash,120,True,0
D_0877,Denting,98,20,Brace,splash,120,True,0
D_0878,Denting,98,25,Brace,splash,120,True,0
D_0879,Denting,98,30,Brace,splash,120,True,0
D_0880,Denting,98,35,Brace,splash,120,True,0
D_0881,Denting,98,40,Brace,splash,120,True,0
D_0882,Denting,98,45,Brace,splash,120,True,0
D_0883,Denting,99,5,Brace,splash,120,True,2
D_0884,Denting,99,10,Brace,splash,120,True,1
D_0885,Denting,99,15,Brace,splash,120,True,1
D_0886,Denting,99,20,Brace,splash,120,True,1
D_0887,Denting,99,25,Brace,splash,120,True,1
D_0888,Denting,99,30,Brace,splash,120,True,1
D_0889,Denting,99,35,Brace,splash,120,True,1
D_0890,Denting,99,40,Brace,splash,120,True,1
D_0891,Denting,99,45,Brace,splash,120,True,1
D_0892,Denting,100,5,Brace,splash,120,True,1
D_0893,Denting,100,10,Brace,splash,120,True,1
D_0894,Denting,100,15,Brace,splash,120,True,1
D_0895,Denting,100,20,Brace,splash,120,True,1
D_0896,Denting,100,25,Brace,splash,120,True,1
D_0897,Denting,100,30,Brace,splash,120,True,1
D_0898,Denting,100,35,Brace,splash,120,True,1
D_0899,Denting,100,40,Brace,splash,120,True,1
D_0900,Denting,100,45,Brace,splash,120,True,1
D_0901,Denting,101,5,Brace,splash,120,True,1
D_0902,Denting,101,10,Brace,splash,120,True,1
D_0903,Denting,101,15,Brace,splash,120,True,1
D_0904,Denting,101,20,Brace,splash,120,True,1
D_0905,Denting,101,25,Brace,splash,120,True,1
D_0906,Denting,101,30,Brace,splash,120,True,1
D_0907,Denting,101,35,Brace,splash,120,True,1
D_0908,Denting,101,40,Brace,splash,120,True,1
D_0909,Denting,101,45,Brace,splash,120,True,1
D_0910,Denting,102,5,Inclined_leg,splash,120,False,7
D_0911,Denting,102,10,Inclined_leg,splash,120,False,7
D_0912,Denting,102,15,Inclined_leg,splash,120,False,7
D_0913,Denting,102,20,Inclined_leg,splash,120,False,7
D_0914,Denting,102,25,Inclined_leg,splash,120,False,7
D_0915,Denting,102,30,Inclined_leg,splash,120,False,7
D_0916,Denting,102,35,Inclined_leg,splash,120,False,7
D_0917,Denting,102,40,Inclined_leg,splash,120,False,7
D_0918,Denting,102,45,Inclined_leg,splash,120,False,7
D_0919,Denting,103,5,Brace,splash,120,True,0
D_0920,Denting,103,10,Brace,splash,120,True,0
D_0921,Denting,103,15,Brace,splash,120,True,0
D_0922,Denting,103,20,Brace,splash,120,True,0
D_0923,Denting,103,25,Brace,splash,120,True,0
D_0924,Denting,103,30,Brace,splash,120,True,0
D_0925,Denting,103,35,Brace,splash,120,True,0
D_0926,Denting,103,40,Brace,splash,120,True,0
D_0927,Denting,103,45,Brace,splash,120,True,0
D_0928,Denting,104,5,Brace,splash,120,True,1
D_0929,Denting,104,10,Brace,splash,120,True,1
D_0930,Denting,104,15,Brace,splash,120,True,1
D_0931,Denting,104,20,Brace,splash,120,True,1
D_0932,Denting,104,25,Brace,splash,120,True,1
D_0933,Denting,104,30,Brace,splash,120,True,1
D_0934,Denting,104,35,Brace,splash,120,True,1
D_0935,Denting,104,40,Brace,splash,120,True,1
D_0936,Denting,104,45,Brace,splash,120,True,1
D_0937,Denting,105,5,Brace,splash,120,True,1
D_0938,Denting,105,10,Brace,splash,120,True,1
D_0939,Denting,105,15,Brace,splash,120,True,1
D_0940,Denting,105,20,Brace,splash,120,True,1
D_0941,Denting,105,25,Brace,splash,120,True,1
D_0942,Denting,105,30,Brace,splash,120,True,1
D_0943,Denting,105,35,Brace,splash,120,True,1
D_0944,Denting,105,40,Brace,splash,120,True,1
D_0945,Denting,105,45,Brace,splash,120,True,1
D_0946,Denting,106,5,Brace,splash,120,True,1
D_0947,Denting,106,10,Brace,splash,120,True,1
D_0948,Denting,106,15,Brace,splash,120,True,1
D_0949,Denting,106,20,Brace,splash,120,True,1
D_0950,Denting,106,25,Brace,splash,120,True,1
D_0951,Denting,106,30,Brace,splash,120,True,1
D_0952,Denting,106,35,Brace,splash,120,True,1
D_0953,Denting,106,40,Brace,splash,120,True,1
D_0954,Denting,106,45,Brace,splash,120,True,1
D_0955,Denting,107,5,Inclined_leg,splash,120,False,7
D_0956,Denting,107,10,Inclined_leg,splash,120,False,7
D_0957,Denting,107,15,Inclined_leg,splash,120,False,7
D_0958,Denting,107,20,Inclined_leg,splash,120,False,7
D_0959,Denting,107,25,Inclined_leg,splash,120,False,7
D_0960,Denting,107,30,Inclined_leg,splash,120,False,7
D_0961,Denting,107,35,Inclined_leg,splash,120,False,7
D_0962,Denting,107,40,Inclined_leg,splash,120,False,7
D_0963,Denting,107,45,Inclined_leg,splash,120,False,7
D_0964,Denting,108,5,Brace,splash,120,True,0
D_0965,Denting,108,10,Brace,splash,120,True,0
D_0966,Denting,108,15,Brace,splash,120,True,0
D_0967,Denting,108,20,Brace,splash,120,True,0
D_0968,Denting,108,25,Brace,splash,120,True,0
D_0969,Denting,108,30,Brace,splash,120,True,0
D_0970,Denting,108,35,Brace,splash,120,True,0
D_0971,Denting,108,40,Brace,splash,120,True,0
D_0972,Denting,108,45,Brace,splash,120,True,0
D_0973,Denting,109,5,Brace,splash,120,True,1
D_0974,Denting,109,10,Brace,splash,120,True,1
D_0975,Denting,109,15,Brace,splash,120,True,1
D_0976,Denting,109,20,Brace,splash,120,True,1
D_0977,Denting,109,25,Brace,splash,120,True,1
D_0978,Denting,109,30,Brace,splash,120,True,1
D_0979,Denting,109,35,Brace,splash,120,True,1
D_0980,Denting,109,40,Brace,splash,120,True,1
D_0981,Denting,109,45,Brace,splash,120,True,1
D_0982,Denting,110,5,Brace,splash,120,True,1
D_0983,Denting,110,10,Brace,splash,120,True,1
D_0984,Denting,110,15,Brace,splash,120,True,1
D_0985,Denting,110,20,Brace,splash,120,True,1
D_0986,Denting,110,25,Brace,splash,120,True,1
D_0987,Denting,110,30,Brace,splash,120,True,1
D_0988,Denting,110,35,Brace,splash,120,True,1
D_0989,Denting,110,40,Brace,splash,120,True,1
D_0990,Denting,110,45,Brace,splash,120,True,1
D_0991,Denting,111,5,Brace,splash,120,True,1
D_0992,Denting,111,10,Brace,splash,120,True,1
D_0993,Denting,111,15,Brace,splash,120,True,1
D_0994,Denting,111,20,Brace,splash,120,True,1
D_0995,Denting,111,25,Brace,splash,120,True,1
D_0996,Denting,111,30,Brace,splash,120,True,1
D_0997,Denting,111,35,Brace,splash,120,True,1
D_0998,Denting,111,40,Brace,splash,120,True,1
D_0999,Denting,111,45,Brace,splash,120,True,1
D_1000,Denting,112,5,Inclined_leg,splash,120,False,7
D_1001,Denting,112,10,Inclined_leg,splash,120,False,7
D_1002,Denting,112,15,Inclined_leg,splash,120,False,7
D_1003,Denting,112,20,Inclined_leg,splash,120,False,7
D_1004,Denting,112,25,Inclined_leg,splash,120,False,7
D_1005,Denting,112,30,Inclined_leg,splash,120,False,7
D_1006,Denting,112,35,Inclined_leg,splash,120,False,7
D_1007,Denting,112,40,Inclined_leg,splash,120,False,7
D_1008,Denting,112,45,Inclined_leg,splash,120,False,7
D_1009,Denting,113,5,Brace,splash,120,True,0
